  0.332000  0.054022  0.001035 -0.005347  0.320764  0.010559 -0.031390
  0.333000  0.054343  0.001046 -0.005378  0.321680  0.010637 -0.031475
  0.334000  0.054666  0.001056 -0.005410  0.322595  0.010715 -0.031560
  0.335000  0.054989  0.001067 -0.005441  0.323510  0.010793 -0.031645
  0.336000  0.055313  0.001078 -0.005473  0.324425  0.010872 -0.031730
  0.337000  0.055637  0.001089 -0.005505  0.325339  0.010951 -0.031815
  0.338000  0.055963  0.001100 -0.005537  0.326253  0.011031 -0.031900
  0.339000  0.056290  0.001111 -0.005568  0.327166  0.011111 -0.031984
  0.340000  0.056618  0.001122 -0.005600  0.328079  0.011191 -0.032069
  0.341000  0.056946  0.001133 -0.005633  0.328992  0.011272 -0.032153
  0.342000  0.057276  0.001145 -0.005665  0.329904  0.011353 -0.032237
  0.343000  0.057606  0.001156 -0.005697  0.330816  0.011434 -0.032322
  0.344000  0.057937  0.001167 -0.005729  0.331727  0.011516 -0.032406
  0.345000  0.058269  0.001179 -0.005762  0.332638  0.011598 -0.032490
  0.346000  0.058602  0.001191 -0.005794  0.333549  0.011680 -0.032574
  0.347000  0.058936  0.001202 -0.005827  0.334459  0.011763 -0.032658
  0.348000  0.059271  0.001214 -0.005860  0.335369  0.011846 -0.032742
  0.349000  0.059607  0.001226 -0.005893  0.336278  0.011930 -0.032825
  0.350000  0.059944  0.001238 -0.005925  0.337187  0.012014 -0.032909
  0.351000  0.060282  0.001250 -0.005958  0.338096  0.012098 -0.032993
  0.352000  0.060620  0.001262 -0.005991  0.339004  0.012183 -0.033076
  0.353000  0.060960  0.001274 -0.006024  0.339912  0.012268 -0.033160
  0.354000  0.061300  0.001287 -0.006058  0.340819  0.012353 -0.033243
  0.355000  0.061641  0.001299 -0.006091  0.341726  0.012439 -0.033326
  0.356000  0.061983  0.001312 -0.006124  0.342633  0.012525 -0.033409
  0.357000  0.062326  0.001324 -0.006158  0.343539  0.012611 -0.033492
  0.358000  0.062670  0.001337 -0.006191  0.344444  0.012698 -0.033575
  0.359000  0.063015  0.001350 -0.006225  0.345350  0.012785 -0.033658
  0.360000  0.063361  0.001362 -0.006259  0.346255  0.012873 -0.033741
  0.361000  0.063708  0.001375 -0.006292  0.347159  0.012960 -0.033824
  0.362000  0.064055  0.001388 -0.006326  0.348063  0.013049 -0.033906
  0.363000  0.064404  0.001401 -0.006360  0.348967  0.013137 -0.033989
  0.364000  0.064753  0.001415 -0.006394  0.349870  0.013226 -0.034071
  0.365000  0.065104  0.001428 -0.006428  0.350773  0.013316 -0.034154
  0.366000  0.065455  0.001441 -0.006463  0.351675  0.013406 -0.034236
  0.367000  0.065807  0.001455 -0.006497  0.352577  0.013496 -0.034318
